x(dtmb),y(dtmb),z(dtmb),psi(dtmb),theta(dtmb),phi(dtmb)
7.426657e+03,3.260003e+03,-3.101578e+00,4.266226e-01,3.835757e-02,3.141398e+00
7.435880e+03,3.264145e+03,-3.138369e+00,4.266968e-01,3.715318e-02,3.139792e+00
7.445101e+03,3.268288e+03,-3.163460e+00,4.266814e-01,3.604402e-02,3.138618e+00
7.454322e+03,3.272432e+03,-3.180591e+00,4.265742e-01,3.496477e-02,3.137881e+00
7.463542e+03,3.276578e+03,-3.175967e+00,4.263754e-01,3.380235e-02,3.137448e+00
7.472763e+03,3.280724e+03,-3.150602e+00,4.260875e-01,3.244012e-02,3.137303e+00
7.481984e+03,3.284872e+03,-3.119743e+00,4.257154e-01,3.092160e-02,3.137590e+00
7.491206e+03,3.289020e+03,-3.077928e+00,4.252727e-01,2.940201e-02,3.138117e+00
7.500427e+03,3.293167e+03,-3.023953e+00,4.247709e-01,2.801083e-02,3.138825e+00
7.509649e+03,3.297314e+03,-2.968044e+00,4.242193e-01,2.690711e-02,3.139743e+00
7.518870e+03,3.301460e+03,-2.911931e+00,4.236284e-01,2.615256e-02,3.140608e+00
7.528091e+03,3.305605e+03,-2.857369e+00,4.230040e-01,2.575705e-02,3.141194e+00
7.537311e+03,3.309747e+03,-2.790676e+00,4.223469e-01,2.573432e-02,-3.141475e+00
7.546529e+03,3.313887e+03,-2.709723e+00,4.216657e-01,2.610746e-02,-3.140967e+00
7.555746e+03,3.318025e+03,-2.622537e+00,4.209781e-01,2.692559e-02,-3.140705e+00
7.564961e+03,3.322160e+03,-2.535087e+00,4.203009e-01,2.820169e-02,-3.140751e+00
7.574177e+03,3.326292e+03,-2.465786e+00,4.196559e-01,2.990996e-02,-3.141508e+00
7.583393e+03,3.330422e+03,-2.425867e+00,4.190614e-01,3.198269e-02,3.140042e+00
7.592611e+03,3.334550e+03,-2.418842e+00,4.185328e-01,3.430050e-02,3.137440e+00
7.601830e+03,3.338677e+03,-2.447161e+00,4.180843e-01,3.671339e-02,3.133591e+00
7.611052e+03,3.342802e+03,-2.509502e+00,4.177136e-01,3.916199e-02,3.128965e+00
7.620274e+03,3.346926e+03,-2.605355e+00,4.174136e-01,4.154138e-02,3.124043e+00
7.629497e+03,3.351048e+03,-2.722768e+00,4.171750e-01,4.365710e-02,3.119267e+00
7.638721e+03,3.355169e+03,-2.847996e+00,4.169870e-01,4.530085e-02,3.114975e+00
7.647946e+03,3.359289e+03,-2.979331e+00,4.168408e-01,4.634057e-02,3.111149e+00
7.657171e+03,3.363407e+03,-3.104824e+00,4.167270e-01,4.672724e-02,3.107766e+00
7.666397e+03,3.367524e+03,-3.220728e+00,4.166342e-01,4.650637e-02,3.104768e+00
7.675625e+03,3.371641e+03,-3.322519e+00,4.165515e-01,4.575155e-02,3.102093e+00
7.684853e+03,3.375756e+03,-3.406251e+00,4.164698e-01,4.453794e-02,3.099779e+00
7.694083e+03,3.379870e+03,-3.468710e+00,4.163884e-01,4.285658e-02,3.097688e+00
7.703314e+03,3.383982e+03,-3.502931e+00,4.163113e-01,4.078000e-02,3.095908e+00
7.712546e+03,3.388093e+03,-3.503093e+00,4.162414e-01,3.842627e-02,3.094541e+00
7.721780e+03,3.392203e+03,-3.484087e+00,4.161675e-01,3.599713e-02,3.093958e+00
7.731014e+03,3.396312e+03,-3.448665e+00,4.160772e-01,3.350274e-02,3.094521e+00
7.740250e+03,3.400420e+03,-3.396726e+00,4.159666e-01,3.105692e-02,3.096319e+00
7.749485e+03,3.404525e+03,-3.327292e+00,4.158435e-01,2.886525e-02,3.099022e+00
7.758721e+03,3.408628e+03,-3.234047e+00,4.157205e-01,2.707704e-02,3.102169e+00
7.767957e+03,3.412730e+03,-3.126524e+00,4.155945e-01,2.537568e-02,3.105618e+00
7.777193e+03,3.416829e+03,-2.999227e+00,4.154698e-01,2.375918e-02,3.109288e+00
7.786429e+03,3.420927e+03,-2.855401e+00,4.153461e-01,2.224123e-02,3.113171e+00
7.795666e+03,3.425023e+03,-2.700666e+00,4.152185e-01,2.074986e-02,3.117268e+00
7.804904e+03,3.429118e+03,-2.538644e+00,4.150836e-01,1.921867e-02,3.121556e+00
7.814144e+03,3.433212e+03,-2.363725e+00,4.149482e-01,1.785375e-02,3.125878e+00
7.823386e+03,3.437304e+03,-2.187256e+00,4.148140e-01,1.680646e-02,3.130318e+00
7.832628e+03,3.441395e+03,-2.009973e+00,4.146839e-01,1.615164e-02,3.134868e+00
7.841872e+03,3.445484e+03,-1.844031e+00,4.145628e-01,1.594554e-02,3.139256e+00
7.851117e+03,3.449571e+03,-1.690568e+00,4.144506e-01,1.621095e-02,-3.139627e+00
7.860361e+03,3.453656e+03,-1.551376e+00,4.143478e-01,1.692306e-02,-3.135403e+00
7.869606e+03,3.457740e+03,-1.429169e+00,4.142601e-01,1.803409e-02,-3.131446e+00
7.878851e+03,3.461821e+03,-1.326756e+00,4.141974e-01,1.950505e-02,-3.127967e+00
7.888096e+03,3.465901e+03,-1.247269e+00,4.141719e-01,2.131392e-02,-3.125154e+00
7.897339e+03,3.469979e+03,-1.194151e+00,4.141967e-01,2.344018e-02,-3.123152e+00
7.906582e+03,3.474055e+03,-1.170796e+00,4.142839e-01,2.584679e-02,-3.122056e+00
7.915824e+03,3.478131e+03,-1.177315e+00,4.144422e-01,2.851162e-02,-3.121778e+00
7.925067e+03,3.482205e+03,-1.217545e+00,4.146795e-01,3.135314e-02,-3.122147e+00
7.934311e+03,3.486280e+03,-1.294390e+00,4.150020e-01,3.427765e-02,-3.123160e+00
7.943555e+03,3.490356e+03,-1.400965e+00,4.154043e-01,3.716121e-02,-3.124640e+00
7.952799e+03,3.494432e+03,-1.537320e+00,4.158797e-01,3.991677e-02,-3.126687e+00
7.962044e+03,3.498511e+03,-1.702788e+00,4.164149e-01,4.238092e-02,-3.129242e+00
7.971289e+03,3.502591e+03,-1.881440e+00,4.169831e-01,4.434518e-02,-3.131607e+00
7.980533e+03,3.506674e+03,-2.064386e+00,4.175598e-01,4.566351e-02,-3.133406e+00
7.989776e+03,3.510759e+03,-2.246181e+00,4.181215e-01,4.627274e-02,-3.134463e+00
7.999019e+03,3.514847e+03,-2.420698e+00,4.186458e-01,4.617902e-02,-3.134687e+00
8.008261e+03,3.518938e+03,-2.584274e+00,4.191176e-01,4.548311e-02,-3.134286e+00
8.017503e+03,3.523031e+03,-2.733884e+00,4.195275e-01,4.425844e-02,-3.133453e+00
8.026746e+03,3.527128e+03,-2.875107e+00,4.198710e-01,4.241984e-02,-3.132071e+00
8.035991e+03,3.531227e+03,-2.997355e+00,4.201540e-01,3.996831e-02,-3.130291e+00
8.045235e+03,3.535328e+03,-3.086858e+00,4.203851e-01,3.727309e-02,-3.128407e+00
8.054480e+03,3.539430e+03,-3.139637e+00,4.205677e-01,3.446016e-02,-3.126501e+00
8.063724e+03,3.543534e+03,-3.156162e+00,4.207046e-01,3.156142e-02,-3.124720e+00
8.072967e+03,3.547639e+03,-3.138266e+00,4.207959e-01,2.876620e-02,-3.123107e+00
8.082208e+03,3.551744e+03,-3.091821e+00,4.208419e-01,2.636665e-02,-3.121684e+00
8.091447e+03,3.555850e+03,-3.010995e+00,4.208465e-01,2.423828e-02,-3.120461e+00
8.100686e+03,3.559957e+03,-2.916808e+00,4.208221e-01,2.246874e-02,-3.119690e+00
8.109923e+03,3.564064e+03,-2.821019e+00,4.207775e-01,2.109780e-02,-3.119545e+00
8.119160e+03,3.568172e+03,-2.726843e+00,4.207146e-01,2.011790e-02,-3.120072e+00
8.128395e+03,3.572281e+03,-2.637276e+00,4.206316e-01,1.948897e-02,-3.121255e+00
8.137629e+03,3.576390e+03,-2.554356e+00,4.205254e-01,1.915497e-02,-3.123054e+00
8.146864e+03,3.580499e+03,-2.479418e+00,4.203943e-01,1.907245e-02,-3.125340e+00
8.156099e+03,3.584609e+03,-2.413103e+00,4.202370e-01,1.924226e-02,-3.127950e+00
8.165333e+03,3.588719e+03,-2.342066e+00,4.200472e-01,1.969187e-02,-3.130595e+00
8.174568e+03,3.592829e+03,-2.276858e+00,4.198239e-01,2.046066e-02,-3.133288e+00
8.183803e+03,3.596939e+03,-2.225072e+00,4.195665e-01,2.155782e-02,-3.136011e+00
8.193039e+03,3.601049e+03,-2.188680e+00,4.192770e-01,2.294919e-02,-3.138723e+00
8.202275e+03,3.605158e+03,-2.169042e+00,4.189623e-01,2.459145e-02,-3.141474e+00
8.211510e+03,3.609266e+03,-2.167615e+00,4.186329e-01,2.645498e-02,3.138834e+00
8.220746e+03,3.613372e+03,-2.186426e+00,4.183014e-01,2.852357e-02,3.135736e+00
8.229981e+03,3.617478e+03,-2.227934e+00,4.179803e-01,3.077482e-02,3.132325e+00
8.239215e+03,3.621582e+03,-2.294549e+00,4.176809e-01,3.316353e-02,3.128504e+00
8.248449e+03,3.625684e+03,-2.388123e+00,4.174144e-01,3.562586e-02,3.124194e+00
8.257683e+03,3.629786e+03,-2.498540e+00,4.171919e-01,3.811189e-02,3.119529e+00
8.266916e+03,3.633886e+03,-2.620694e+00,4.170214e-01,4.055850e-02,3.114689e+00
8.276151e+03,3.637985e+03,-2.766337e+00,4.169052e-01,4.292090e-02,3.109590e+00
8.285386e+03,3.642083e+03,-2.923777e+00,4.168349e-01,4.507393e-02,3.104643e+00
8.294620e+03,3.646180e+03,-3.079489e+00,4.167935e-01,4.683012e-02,3.100340e+00
8.303855e+03,3.650276e+03,-3.228199e+00,4.167613e-01,4.806192e-02,3.096912e+00
8.313090e+03,3.654371e+03,-3.376475e+00,4.167200e-01,4.873291e-02,3.094259e+00
8.322326e+03,3.658466e+03,-3.518994e+00,4.166531e-01,4.877529e-02,3.092331e+00
8.331561e+03,3.662560e+03,-3.655081e+00,4.165430e-01,4.834066e-02,3.091381e+00
8.340797e+03,3.666654e+03,-3.776814e+00,4.163795e-01,4.752636e-02,3.091379e+00
8.350033e+03,3.670747e+03,-3.877839e+00,4.161520e-01,4.620341e-02,3.092125e+00
8.359269e+03,3.674840e+03,-3.960691e+00,4.158512e-01,4.434884e-02,3.093662e+00
8.368507e+03,3.678931e+03,-4.017288e+00,4.154902e-01,4.211966e-02,3.095682e+00
8.377746e+03,3.683021e+03,-4.042391e+00,4.150799e-01,3.954438e-02,3.098063e+00
8.386986e+03,3.687109e+03,-4.034833e+00,4.146324e-01,3.682852e-02,3.100679e+00
8.396228e+03,3.691196e+03,-4.000155e+00,4.141509e-01,3.396071e-02,3.103563e+00
8.405472e+03,3.695281e+03,-3.935826e+00,4.136415e-01,3.090518e-02,3.106678e+00
8.414716e+03,3.699362e+03,-3.837641e+00,4.131206e-01,2.786178e-02,3.109816e+00
8.423961e+03,3.703441e+03,-3.703064e+00,4.126045e-01,2.498509e-02,3.112779e+00
8.433206e+03,3.707517e+03,-3.537480e+00,4.121093e-01,2.254879e-02,3.115380e+00
8.442452e+03,3.711589e+03,-3.343482e+00,4.116480e-01,2.057442e-02,3.117506e+00
8.451696e+03,3.715658e+03,-3.129981e+00,4.112297e-01,1.910591e-02,3.119164e+00
8.460941e+03,3.719724e+03,-2.904416e+00,4.108586e-01,1.816855e-02,3.120447e+00
8.470186e+03,3.723788e+03,-2.691310e+00,4.105325e-01,1.771460e-02,3.121402e+00
8.479432e+03,3.727850e+03,-2.493213e+00,4.102563e-01,1.765511e-02,3.121947e+00
8.488679e+03,3.731909e+03,-2.312050e+00,4.100357e-01,1.794124e-02,3.122086e+00
8.497927e+03,3.735968e+03,-2.150498e+00,4.098696e-01,1.855304e-02,3.122087e+00
8.507176e+03,3.740024e+03,-2.010199e+00,4.097544e-01,1.948783e-02,3.122081e+00
8.516427e+03,3.744079e+03,-1.892597e+00,4.096868e-01,2.072174e-02,3.122001e+00
8.525680e+03,3.748133e+03,-1.799816e+00,4.096659e-01,2.219427e-02,3.121638e+00
8.534934e+03,3.752186e+03,-1.733611e+00,4.096931e-01,2.384307e-02,3.120739e+00
8.544190e+03,3.756238e+03,-1.694037e+00,4.097699e-01,2.564359e-02,3.119187e+00
8.553447e+03,3.760288e+03,-1.679440e+00,4.098955e-01,2.760779e-02,3.117092e+00
8.562704e+03,3.764337e+03,-1.689945e+00,4.100662e-01,2.972653e-02,3.114822e+00
8.571960e+03,3.768385e+03,-1.727297e+00,4.102811e-01,3.194168e-02,3.112465e+00
8.581217e+03,3.772432e+03,-1.792484e+00,4.105429e-01,3.417519e-02,3.109944e+00
8.590474e+03,3.776479e+03,-1.876526e+00,4.108570e-01,3.638149e-02,3.107311e+00
8.599730e+03,3.780524e+03,-1.980540e+00,4.112267e-01,3.853205e-02,3.104647e+00
8.608987e+03,3.784570e+03,-2.109083e+00,4.116526e-01,4.060254e-02,3.102000e+00
8.618244e+03,3.788616e+03,-2.256233e+00,4.121295e-01,4.256504e-02,3.099564e+00
8.627501e+03,3.792662e+03,-2.423279e+00,4.126449e-01,4.431028e-02,3.097507e+00
8.636760e+03,3.796710e+03,-2.601607e+00,4.131843e-01,4.571089e-02,3.095886e+00
8.646018e+03,3.800759e+03,-2.783855e+00,4.137221e-01,4.660015e-02,3.095003e+00
8.655277e+03,3.804809e+03,-2.955834e+00,4.142273e-01,4.688946e-02,3.095182e+00
8.664534e+03,3.808860e+03,-3.113042e+00,4.146771e-01,4.665718e-02,3.096211e+00
8.673792e+03,3.812913e+03,-3.259336e+00,4.150418e-01,4.586080e-02,3.098325e+00
8.683048e+03,3.816968e+03,-3.390484e+00,4.153031e-01,4.449020e-02,3.101545e+00
8.692306e+03,3.821026e+03,-3.515434e+00,4.154463e-01,4.252271e-02,3.105744e+00
8.701565e+03,3.825085e+03,-3.626218e+00,4.154684e-01,3.988681e-02,3.110852e+00
8.710824e+03,3.829147e+03,-3.707032e+00,4.153790e-01,3.679811e-02,3.116607e+00
8.720083e+03,3.833208e+03,-3.756770e+00,4.151850e-01,3.348220e-02,3.122860e+00
8.729344e+03,3.837271e+03,-3.775811e+00,4.148905e-01,2.997116e-02,3.129570e+00
8.738605e+03,3.841333e+03,-3.758127e+00,4.145077e-01,2.630258e-02,3.136529e+00
8.747868e+03,3.845395e+03,-3.703474e+00,4.140530e-01,2.249369e-02,-3.139615e+00
8.757131e+03,3.849455e+03,-3.617673e+00,4.135500e-01,1.889845e-02,-3.132862e+00
8.766394e+03,3.853514e+03,-3.494088e+00,4.130182e-01,1.567707e-02,-3.126605e+00
8.775657e+03,3.857571e+03,-3.335995e+00,4.124752e-01,1.298149e-02,-3.121070e+00
8.784919e+03,3.861625e+03,-3.144364e+00,4.119345e-01,1.076504e-02,-3.116280e+00
8.794180e+03,3.865678e+03,-2.925134e+00,4.114075e-01,9.107609e-03,-3.112228e+00
8.803440e+03,3.869729e+03,-2.690765e+00,4.109088e-01,8.129322e-03,-3.109091e+00
8.812699e+03,3.873778e+03,-2.462104e+00,4.104586e-01,7.878690e-03,-3.107262e+00
8.821959e+03,3.877824e+03,-2.245731e+00,4.100681e-01,8.227772e-03,-3.106640e+00
8.831218e+03,3.881870e+03,-2.046097e+00,4.097469e-01,9.108653e-03,-3.107147e+00
8.840477e+03,3.885914e+03,-1.867142e+00,4.094996e-01,1.046356e-02,-3.108679e+00
8.849736e+03,3.889957e+03,-1.712098e+00,4.093245e-01,1.222116e-02,-3.111070e+00
8.858996e+03,3.893999e+03,-1.583920e+00,4.092175e-01,1.428871e-02,-3.114173e+00
8.868258e+03,3.898041e+03,-1.486007e+00,4.091773e-01,1.656427e-02,-3.118063e+00
8.877521e+03,3.902083e+03,-1.419062e+00,4.092003e-01,1.900314e-02,-3.122860e+00
8.886785e+03,3.906125e+03,-1.381688e+00,4.092792e-01,2.159984e-02,-3.128500e+00
8.896050e+03,3.910166e+03,-1.373453e+00,4.094063e-01,2.431002e-02,-3.134763e+00
8.905314e+03,3.914207e+03,-1.394636e+00,4.095742e-01,2.708189e-02,-3.141306e+00
